label,R,G,B,C,C-R,C-G,C-B,R-G,R-B,G-B
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,624,950,429,2080,1456,1130,1651,-326,195,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,626,950,429,2080,1454,1130,1651,-324,197,521
green,640,1016,465,2261,1621,1245,1796,-376,175,551
green,640,1016,465,2261,1621,1245,1796,-376,175,551
green,640,1016,465,2261,1621,1245,1796,-376,175,551
green,640,1016,465,2261,1621,1245,1796,-376,175,551
green,640,1016,465,2261,1621,1245,1796,-376,175,551
green,640,1016,465,2261,1621,1245,1796,-376,175,551
green,640,1016,465,2261,1621,1245,1796,-376,175,551
green,640,1016,465,2261,1621,1245,1796,-376,175,551
green,640,1016,465,2261,1621,1245,1796,-376,175,551
green,640,1016,465,2261,1621,1245,1796,-376,175,551
green,585,938,415,2037,1452,1099,1622,-353,170,523
green,585,938,415,2037,1452,1099,1622,-353,170,523
green,585,938,415,2037,1452,1099,1622,-353,170,523
green,585,938,415,2037,1452,1099,1622,-353,170,523
green,585,938,415,2037,1452,1099,1622,-353,170,523
green,585,938,415,2037,1452,1099,1622,-353,170,523
