label,R,G,B,C,C-R,C-G,C-B,R-G,R-B,G-B
yellow,1471,2265,1253,5337,3866,3072,4084,-794,218,1012
yellow,1471,2265,1253,5337,3866,3072,4084,-794,218,1012
yellow,1471,2265,1253,5337,3866,3072,4084,-794,218,1012
yellow,1471,2265,1253,5337,3866,3072,4084,-794,218,1012
yellow,1471,2265,1253,5337,3866,3072,4084,-794,218,1012
yellow,1471,2265,1253,5337,3866,3072,4084,-794,218,1012
yellow,1694,2425,1313,5664,3970,3239,4351,-731,381,1112
yellow,1694,2425,1313,5664,3970,3239,4351,-731,381,1112
yellow,1694,2425,1313,5664,3970,3239,4351,-731,381,1112
yellow,1694,2425,1313,5664,3970,3239,4351,-731,381,1112
yellow,1694,2425,1313,5664,3970,3239,4351,-731,381,1112
yellow,1694,2425,1313,5664,3970,3239,4351,-731,381,1112
yellow,1694,2425,1313,5664,3970,3239,4351,-731,381,1112
yellow,1694,2425,1313,5664,3970,3239,4351,-731,381,1112
yellow,1694,2425,1313,5664,3970,3239,4351,-731,381,1112
yellow,1694,2425,1313,5664,3970,3239,4351,-731,381,1112
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1694,2497,1364,5834,4140,3337,4470,-803,330,1133
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
yellow,1659,2467,1350,5774,4115,3307,4424,-808,309,1117
